source_id,suitability_score,lcdb_class_2023,subzone,territorial_authority
2a696b84-ecb2-4fa1-aa9f-87ee5ec1df81,8.0,Indigenous Forest,,��p��tiki District
60c119d4-32ba-4ae8-bb68-f364195194af,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
2d115d26-788e-41c7-8f66-283ddd911ddc,9.6,Exotic Forest,Tauranga,Tauranga City
e15e8b31-a4e9-4fb2-8437-7998af399ffc,10.0,Indigenous Forest,Tauranga,Tauranga City
82c46b92-f2a3-4c56-8f9c-4bb5ee240e98,8.0,High Producing Exotic Grassland,,Whakatane District
9d14d3b1-a9c7-4c02-94cb-91d5470672f2,10.0,High Producing Exotic Grassland,,��p��tiki District
5eb973d2-48d5-445a-aae8-9f4acd070b8c,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
59e626e4-da5b-43f1-94e6-6e66d8669f15,8.0,Indigenous Forest,,Whakatane District
9445c7e7-51f0-4fa7-8803-3bbdfd9ddef6,8.4,Indigenous Forest,,��p��tiki District
22c27253-76e1-4553-905b-f6691ac42443,10.0,High Producing Exotic Grassland,,Tauranga City
d472da0b-29c1-438e-9990-11fa202abf36,8.0,Built-up Area (settlement),Tauranga,Tauranga City
9ef766ff-5e74-4639-8d75-5c3e4f287abc,8.4,High Producing Exotic Grassland,,��p��tiki District
f3e80b2d-21e1-4a62-bbee-1448ddb89dc1,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
4bfd9105-888f-47a3-a82f-57b7ba810fce,8.0,High Producing Exotic Grassland,,Whakatane District
SA334/104,8.4,Built-up Area (settlement),,Whakatane District
6ba964db-6e33-40f1-9540-3484664f8238,10.0,Indigenous Forest,Tauranga,Western Bay of Plenty District
91fc23fc-8126-4d52-9d67-95856579326c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
f4ba1bae-9ddb-43e0-9d29-9ff1bbab3800,10.0,Built-up Area (settlement),Tauranga,Tauranga City
66a5bf3e-e6d2-4129-b765-f8d72639f826,9.6,Manuka and/or Kanuka,,Whakatane District
6f0a0eac-b6a3-4d93-853f-6a6621e2f78b,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
62a306c0-e5e5-4d3f-bb61-57b265ee5111,10.0,Indigenous Forest,Tauranga,Western Bay of Plenty District
34474631-2c2e-45d7-8245-4efb27452829,8.0,Forest - Harvested,,Whakatane District
9404e737-760d-42c1-a9fe-ff07179abac7,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
03d257ca-a9f5-4da7-b23b-5a3bc26ea714,8.4,High Producing Exotic Grassland,,��p��tiki District
b561a2f9-ba34-43f7-b8e4-7a30b0ceb08a,9.6,Indigenous Forest,Tauranga,Western Bay of Plenty District
246f5c62-0025-424a-9118-38d871c8693b,10.0,High Producing Exotic Grassland,,��p��tiki District
73a6f6db-9439-4785-a189-e8fd0df8f8be,8.0,Exotic Forest,,Western Bay of Plenty District
c8e7d68b-9735-43d7-a833-1aabbe0d74d7,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
51c6d37a-0179-4450-9558-796c07890c30,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
6dccf776-4fc5-4be2-90a1-c81654d154c5,10.0,Built-up Area (settlement),Tauranga,Tauranga City
3c2d225d-1f41-4f55-a3b9-fef56aba88e6,10.0,Built-up Area (settlement),Tauranga,Tauranga City
ba905f39-77ca-419c-9e5b-1099d61f649a,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
16b9e547-2376-4043-bae3-1d3b2a577280,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
a3351beb-8920-40be-9e00-a9caaa80898e,8.0,Indigenous Forest,,Whakatane District
4605423,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e1d4b79e-856f-46ea-a3e3-f17cb85c3470,8.0,Short-rotation Cropland,,Whakatane District
7085612,10.0,Indigenous Forest,,Western Bay of Plenty District
12be4ce6-eab0-4836-a8dc-bb2dd5213760,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
a0a5c5b3-b44b-4efb-ba41-8f937c8cccae,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4602886,10.0,Exotic Forest,,Western Bay of Plenty District
1670587c-92e6-4cb0-8fb6-bdfa1c2ae879,8.0,High Producing Exotic Grassland,Te Puke,Western Bay of Plenty District
25ff121a-a2fa-47e4-bd35-2459ad2d99a7,10.0,Built-up Area (settlement),Tauranga,Tauranga City
17e1a132-9e9d-442e-88ad-5267efe8259d,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
473945f1-7e16-43bb-993a-1d1bb491b6de,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4575003,8.0,High Producing Exotic Grassland,,Whakatane District
31cb1b85-c1b0-479d-88b4-4e3d4c74eb90,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b25086b3-0069-48da-ac9b-820b256e0c91,8.0,Indigenous Forest,,Whakatane District
75ebe492-3e29-40ed-93bc-2b5555bc2f1a,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
4606236,8.0,Exotic Forest,,Whakatane District
SA30A/656,8.0,Exotic Forest,,Western Bay of Plenty District
1e168ee7-da12-4974-bb13-7a369102b7de,8.0,Manuka and/or Kanuka,,Whakatane District
1858523b-ba74-45e5-b989-004a70d67cd2,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
589ebf7c-bb5e-4ff7-9331-c8577fc21d1e,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4459189,8.0,Manuka and/or Kanuka,,Whakatane District
6558666,9.6,Manuka and/or Kanuka,,Western Bay of Plenty District
4607148,8.0,Indigenous Forest,,Western Bay of Plenty District
ca899e5a-29cb-4109-beef-fc14e72bcb33,8.0,Exotic Forest,,Whakatane District
835ca64a-6aa4-4c69-826e-534cd1d6d420,8.0,Exotic Forest,,Whakatane District
9660fe01-5ef8-4668-b30d-391794d64ad9,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4152508,10.0,High Producing Exotic Grassland,,��p��tiki District
e47f3c47-d8ce-4171-8a62-ca04ba3f60bb,10.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
fc3effb6-5435-4252-a704-923b9be8fbc5,8.4,Indigenous Forest,,��p��tiki District
2c9a9ee2-fb93-4614-8ca0-348999531738,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
2440860f-cb8b-470b-94c5-416412d96252,9.6,High Producing Exotic Grassland,,Western Bay of Plenty District
d1657240-4e57-491d-bd86-1bcd3b2c30a2,10.0,High Producing Exotic Grassland,,��p��tiki District
4603317,8.0,Exotic Forest,Pongakawa,Western Bay of Plenty District
b7e1a652-b198-40f3-86c0-5d60a6bd7c84,9.6,Indigenous Forest,,Whakatane District
4efe8af3-1b79-4282-8e39-5b991f14af42,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
ccec9031-421a-448a-84c9-b40c8b87ecd3,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
efe354ca-3cfe-411a-854f-b9343f8c2bd9,8.2,High Producing Exotic Grassland,,Whakatane District
97caa346-feba-48ed-b1c8-b81c76c13861,8.0,Forest - Harvested,,Whakatane District
9f61038d-6605-46fc-99e1-af52dabf7015,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
0a7a873b-e641-428b-b4f1-3f1ca43c6e71,8.0,High Producing Exotic Grassland,,Whakatane District
bc517e6b-f15e-4d72-85bf-68c48ee6adc6,8.4,High Producing Exotic Grassland,,Whakatane District
92adc498-7ed6-418f-8efc-4314a332635c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
1f1e7cc4-c385-4cf2-95ca-34e23d845ad1,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e4737b89-2c28-49a0-b5a9-eeed1e8ccad0,8.0,High Producing Exotic Grassland,,Whakatane District
f69842c7-e428-4f18-82ef-b9a9b09b6647,8.0,High Producing Exotic Grassland,,Whakatane District
73766ad1-5f18-4f8a-aab1-196facfb1497,8.0,Exotic Forest,,Whakatane District
4585748,8.0,Exotic Forest,,Whakatane District
b2e8c996-a441-46fb-907b-4d449006776c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
10edee34-edf0-4a84-8f79-fef0cd1c9221,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4308648,8.0,Indigenous Forest,,Whakatane District
4605457,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
6576530,10.0,Indigenous Forest,,Western Bay of Plenty District
7652197,8.4,Short-rotation Cropland,,��p��tiki District
SA946/35,8.0,Exotic Forest,,Whakatane District
0349887d-d0a7-4dbb-9bd3-ab9bb942b23e,8.0,High Producing Exotic Grassland,,Whakatane District
1242040,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
517933,9.6,Indigenous Forest,,Western Bay of Plenty District
b88e45fb-1be8-44d1-b7b3-e60b4184cf6d,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
4604049,8.4,High Producing Exotic Grassland,,Whakatane District
4603771,8.4,High Producing Exotic Grassland,,Whakatane District
a7085de0-add7-4d17-9075-dc72d08f860d,8.0,High Producing Exotic Grassland,,Whakatane District
a7922950-7480-4fad-ae2f-5a3b81918a9a,10.0,High Producing Exotic Grassland,,Whakatane District
9c716ef1-8df5-4b4d-9064-6b8cbb70ed21,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4f682188-f4a1-426b-9968-ea27308521ba,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
5cf0621e-5879-4fe5-b005-a48f295497b0,8.0,High Producing Exotic Grassland,,Whakatane District
62846d66-2fbc-4503-bc3d-79096fdc7f9d,8.4,High Producing Exotic Grassland,,Whakatane District
fd3d2848-7504-495a-8253-6403e500320d,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
026862c1-6897-49bf-8f9f-be31e1be7943,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
a54fcaf4-1f7f-4e0a-afb2-04688d73d3e7,10.0,Short-rotation Cropland,,Tauranga City
14ae5ee1-5fac-4ebe-a408-5056f8baf4d0,8.4,High Producing Exotic Grassland,,��p��tiki District
68306ca4-5e09-46ae-90fa-63c41925bc8d,8.0,High Producing Exotic Grassland,,Whakatane District
1897beb8-0765-4cd5-ae19-551f520ebc60,8.0,Manuka and/or Kanuka,,��p��tiki District
a7bd5529-f715-42a8-aa22-6dad5a0348a6,10.0,High Producing Exotic Grassland,,��p��tiki District
78c2d82d-b3fa-4414-b7ca-b794589fb3e7,8.0,High Producing Exotic Grassland,,Whakatane District
7cd5d048-30a3-4bed-961c-20ba995ee54a,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
a51e9e52-ef61-46b8-a6cc-5495142c2068,8.0,High Producing Exotic Grassland,,Whakatane District
0eb7b1df-101d-4cc6-b641-5e28e2df5583,8.0,High Producing Exotic Grassland,,Whakatane District
1954b705-b42b-4f13-b03a-a0b66307187e,10.0,Built-up Area (settlement),Tauranga,Tauranga City
5341fd23-5e6c-40dc-afba-1a3a692819df,8.0,High Producing Exotic Grassland,,Whakatane District
948ba309-34a1-48d0-893e-9d9f5fa65b18,9.6,Broadleaved Indigenous Hardwoods,,Whakatane District
93d33524-2493-4614-b4b4-ca55e44eaa63,8.4,High Producing Exotic Grassland,,��p��tiki District
0d2803d5-3915-45da-9c10-3375e640381b,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
ba883009-5fae-4b58-9526-21eb4915c341,8.0,High Producing Exotic Grassland,,Whakatane District
15aa3aa3-d979-4c4c-ae10-6304ab04d26a,8.0,High Producing Exotic Grassland,,Whakatane District
eb527185-c93b-4b91-ae81-7f319d01b74c,10.0,Built-up Area (settlement),Tauranga,Tauranga City
c6f5cf59-2f38-4895-a91a-a6bc3ddcac30,8.4,High Producing Exotic Grassland,,Whakatane District
d1f005dd-675c-4b13-a410-be1e4142b0f5,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
a61a66bb-a9d7-454c-8e9c-d44029811643,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
3d940646-2d97-4886-b3a7-9fa5cfe422fd,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4990be99-43ab-4214-a2a3-b699ebf0ae34,10.0,Built-up Area (settlement),Tauranga,Tauranga City
a5cdbfe3-fe90-45cd-b13c-5436e00c3ca1,8.0,High Producing Exotic Grassland,,Whakatane District
4a159262-38a7-442f-8d57-dd32512f8406,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4a576748-e860-40f8-bd5b-933bc6ba2225,10.0,Manuka and/or Kanuka,,��p��tiki District
c4a75c33-343c-4b04-ae38-77e95fe4c2e1,10.0,Built-up Area (settlement),Tauranga,Tauranga City
15406275-bd1c-4ec5-bbf6-db39c0208d11,10.0,High Producing Exotic Grassland,,Tauranga City
5b4fff8d-b165-475f-be6a-ad58dd02eec0,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4b8a0118-9fa3-43df-bbe6-ad2ee9268a28,8.0,High Producing Exotic Grassland,,Whakatane District
8a6f13ed-01f3-497c-9819-ee671b1611ef,10.0,Built-up Area (settlement),Tauranga,Tauranga City
fa0ffb61-77f3-400c-bf3b-d3a41497ed85,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
a6fb732f-f628-4cf6-8175-5aeaddcc6e96,8.0,Indigenous Forest,,��p��tiki District
2195bd61-2b76-4a12-8c3c-6b28d1545fc4,8.0,High Producing Exotic Grassland,,Whakatane District
c8a33225-be9f-48ea-8333-39ad6955ab96,9.6,Low Producing Grassland,,Whakatane District
7abea664-ffcf-4402-987c-f7e99970faa6,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
012f69a0-1269-435b-941f-da3d0da58351,10.0,Indigenous Forest,,Western Bay of Plenty District
4ca0dff1-7182-4fd1-acf4-7a5697307761,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
08d99d75-1687-48e5-b308-9055fabec828,10.0,Built-up Area (settlement),,Western Bay of Plenty District
456a63f9-71f1-47ba-8e31-055ea4e5c917,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
6f269ad4-4c2e-4670-8e49-93ceac143bc3,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
a9de4b11-dac4-49de-b20b-d65a982c4796,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
0f3452a6-a3d8-46d9-bae0-d692cd163ab5,8.0,Manuka and/or Kanuka,,Whakatane District
595cf2ce-233f-40ca-a862-8ccf7136c6e7,10.0,High Producing Exotic Grassland,,��p��tiki District
f3ea8f73-ecda-4b3f-ab0a-e62898ca3af4,8.0,Exotic Forest,,Western Bay of Plenty District
7dc898f4-4eae-4af6-b157-a41d8a4d4275,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
4e83c956-0441-4a10-8574-8293fc524484,10.0,Indigenous Forest,,��p��tiki District
688cb643-eb3f-43a8-ad3d-3d1c80c40c17,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
5a5453aa-5bf5-42f3-bd06-fac8353d2d87,8.0,Low Producing Grassland,,Western Bay of Plenty District
6e9c76b5-2da7-4cf1-972e-0fe3cd65e745,8.4,High Producing Exotic Grassland,,��p��tiki District
63606a6d-98c0-4eb3-9603-87ac3fd73bfe,10.0,Built-up Area (settlement),Tauranga,Tauranga City
22227795-6774-42ef-b9a2-7bffc0ebb35c,8.0,High Producing Exotic Grassland,,Whakatane District
8707f39f-35cf-4b98-a1bb-e043da749dd1,8.4,Indigenous Forest,,��p��tiki District
8ffad0f3-3e38-477b-9c6a-58ed40a9c06c,8.0,Deciduous Hardwoods,Te Puke,Western Bay of Plenty District
b92c5b2b-de53-4ff2-956e-5cf798165a18,10.0,High Producing Exotic Grassland,,Whakatane District
6efe37dc-9a53-44b6-96ae-7423d4430a19,8.0,High Producing Exotic Grassland,,Whakatane District
f2ed264c-8ff4-4570-a335-a88c7f6c5a50,8.0,Indigenous Forest,,Whakatane District
1e1a2729-de79-4f2b-b192-a427e07bb38c,10.0,Built-up Area (settlement),,Tauranga City
a6321a56-462c-4933-9e06-a337c696df66,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
026c3d4e-20e1-413d-a332-024b8e07554c,8.0,High Producing Exotic Grassland,,Whakatane District
15d8337b-4d61-494f-94ad-c462c7c6ebff,10.0,High Producing Exotic Grassland,Te Puke,Western Bay of Plenty District
2a9d4284-3165-4e94-a8c9-827c06ff9767,8.0,High Producing Exotic Grassland,,Whakatane District
bfa7ed78-1512-468e-b9e9-49fa42308917,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
9b1ca1f0-4d14-4a4e-89af-963529cb1914,10.0,Manuka and/or Kanuka,,��p��tiki District
4116661,8.4,Short-rotation Cropland,,��p��tiki District
50b903db-56e9-4688-b4ab-cfc45794ba3f,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
6a8c868d-ee26-4271-b060-bbc2c64ccad4,10.0,High Producing Exotic Grassland,,��p��tiki District
e83c2e91-9902-4609-a502-7c550840c7a4,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
7ce0b1ff-87c1-4015-a94e-eaedae0842fe,10.0,Indigenous Forest,Te Puke,Western Bay of Plenty District
c34606f9-f1ce-44c4-9f6f-371afae53341,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
fae40ed3-ca0b-4231-8192-dce84f3e8d3c,8.0,Low Producing Grassland,,Whakatane District
45aab392-7f2e-421a-85a4-a40a9ca985d7,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
0e5bd33c-45ea-4275-8061-7e0ab2c4ed6e,8.8,Indigenous Forest,,Western Bay of Plenty District
4149952,10.0,High Producing Exotic Grassland,,��p��tiki District
4ffc3b4b-2404-48f5-aedc-3994d148b6f0,9.6,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4d8c3ae8-d809-41e3-bf66-d91891f7f4a3,8.0,Built-up Area (settlement),Tauranga,Tauranga City
46c7874d-2d22-4b05-9da8-1adab8488ab5,10.0,Short-rotation Cropland,,Western Bay of Plenty District
13c2530a-56c1-4faa-bd99-a84d11cfd18a,10.0,Built-up Area (settlement),Tauranga,Tauranga City
3a6a42b5-2b91-497f-9f1d-91d30ee4ee22,10.0,High Producing Exotic Grassland,,Whakatane District
1f98e011-9207-4ed8-8bcd-097d8405d302,8.0,High Producing Exotic Grassland,,Whakatane District
9363dd02-4276-46ef-bc2f-49420a8379b8,8.2,High Producing Exotic Grassland,,Whakatane District
97fd3abf-841c-4b56-b672-99547594d48d,8.4,High Producing Exotic Grassland,,��p��tiki District
9a395da0-25c6-4260-ab06-58711212d542,10.0,Exotic Forest,,Western Bay of Plenty District
448e3df5-0633-44db-af90-6d3f3e6676f2,8.0,Exotic Forest,,Whakatane District
5302861e-d9c5-41b1-a55d-c212a2cd9696,8.0,High Producing Exotic Grassland,,Whakatane District
e4faa693-f8c9-4ecc-bce0-b1259c95ddad,8.0,High Producing Exotic Grassland,,Whakatane District
acd37934-c980-476d-a32f-4806c828e7ce,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
20d0041f-e88a-4a5d-9b8c-4a352fc950d7,8.4,Short-rotation Cropland,,Whakatane District
4b3dcbb4-8f6e-4e42-9a65-9c6005bd362f,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
05b2dba0-13bd-4900-950a-4ba4f856e6b6,8.4,Short-rotation Cropland,,��p��tiki District
f1ce01d1-12ed-49c2-a33a-7c5dc46738e8,10.0,High Producing Exotic Grassland,,��p��tiki District
43076fab-faa0-4fb9-abf1-187baae2459c,10.0,High Producing Exotic Grassland,,��p��tiki District
aab5871a-afce-4f24-8340-6ce971f9c4b0,10.0,High Producing Exotic Grassland,,��p��tiki District
17e9fd7a-0cae-4987-bd22-8968a4ae2642,10.0,Built-up Area (settlement),Tauranga,Tauranga City
321cbd1f-4471-4918-9a1c-44075b35971d,8.0,High Producing Exotic Grassland,,Whakatane District
bbc6f839-f235-434b-b172-4636d3a92f9c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
